E(V),-0.494995,-0.48996,-0.484924,-0.479889,-0.474854,-0.469818,-0.464783,-0.459747,-0.454712,-0.449677,-0.444641,-0.439606,-0.43457,-0.429535,-0.4245,-0.419464,-0.414429,-0.409393,-0.404358,-0.399323,-0.394287,-0.389252,-0.384216,-0.379181,-0.374146,-0.36911,-0.364075,-0.359039,-0.354004,-0.348969,-0.343933,-0.338898,-0.333862,-0.328827,-0.323792,-0.318756,-0.313721,-0.308685,-0.30365,-0.298615,-0.293579,-0.288544,-0.283508,-0.278473,-0.273438,-0.268402,-0.263367,-0.258331,-0.253296,-0.24826,-0.243225,-0.23819,-0.233154,-0.228119,-0.223083,-0.218048,-0.213013,-0.207977,-0.202942,-0.197906,-0.192871,-0.187836,-0.1828,-0.177765,-0.172729,-0.167694,-0.162659,-0.157623,-0.152588,-0.147552,-0.142517,-0.137482,-0.132446,-0.127411,-0.122375,-0.11734,-0.112305,-0.107269,-0.102234,-0.0971985,-0.0921631,-0.0871277,-0.0820923,-0.0770569,-0.0720215,-0.0669861,-0.0619507,-0.0569153,-0.0518799,-0.0468445,-0.0418091,-0.0367737,-0.0317383,-0.0267029,-0.0216675,-0.0166321,-0.0115967,-0.00656128,-0.00152588,0.00350952,0.00854492,0.0135803,0.0186157,0.0236511,0.0286865,0.0337219,0.0387573,0.0437927,0.0488281,0.0538635,0.0588989,0.0639343,0.0689697,0.0740051,0.0790405,0.0840759,0.0891113,0.0941467
neg,6.14e-07,0.0,-6.14e-07,6.099999999999992e-08,9.400000000000007e-08,-1.2299999999999992e-07,-1.5600000000000007e-07,3.1e-08,-4.499999999999999e-08,-1.0399999999999998e-07,-4.000000000000004e-08,-3.3000000000000044e-08,-3.9999999999999935e-08,-3.700000000000003e-08,-3.3000000000000044e-08,-3.199999999999997e-08,-3.599999999999995e-08,-2.7999999999999986e-08,-2.5000000000000078e-08,-3.3000000000000044e-08,-2.7999999999999986e-08,-2.199999999999996e-08,-2.4000000000000003e-08,-2.4000000000000003e-08,-2.599999999999994e-08,-2.3000000000000034e-08,-1.900000000000005e-08,-1.7999999999999976e-08,-1.3000000000000024e-08,-1.3000000000000024e-08,-1.099999999999998e-08,-9.999999999999904e-09,-1.000000000000001e-08,-8.000000000000072e-09,-6.9999999999999965e-09,-8.999999999999935e-09,-5.999999999999921e-09,-1.0000000000000751e-09,-3.0000000000000136e-09,-3.999999999999983e-09,-3.999999999999983e-09,-3.0000000000000136e-09,-1.0000000000000751e-09,0.0,2.0000000000000444e-09,3.999999999999983e-09,9.999999999999692e-10,-1.9999999999999385e-09,9.999999999999692e-10,1.9999999999999385e-09,-1.9999999999999385e-09,-1.9999999999999385e-09,-9.999999999999692e-10,9.999999999999692e-10,-3.0000000000000136e-09,-6.000000000000027e-09,-3.0000000000000136e-09,-2.9999999999999077e-09,-5.000000000000005e-09,-1.3000000000000024e-08,-8.999999999999988e-09,-4.000000000000036e-09,-8.000000000000019e-09,-8.999999999999988e-09,-8.000000000000019e-09,-3.0000000000000136e-09,-5.999999999999974e-09,-1.000000000000001e-08,-6.000000000000027e-09,-9.999999999999957e-09,-7.999999999999966e-09,0.0,-5.000000000000005e-09,-8.000000000000019e-09,2.9999999999999607e-09,-3.0000000000000136e-09,-7.999999999999966e-09,3.0000000000000136e-09,-1.9999999999999914e-09,-3.999999999999983e-09,-1.0000000000000222e-09,9.999999999999692e-10,1.9999999999999914e-09,4.000000000000036e-09,-9.999999999999692e-10,-6.000000000000027e-09,1.9999999999999914e-09,6.000000000000027e-09,-3.0000000000000136e-09,-4.000000000000036e-09,3.999999999999983e-09,6.9999999999999965e-09,2.0000000000000444e-09,-2.9999999999999607e-09,-9.000000000000041e-09,-1.000000000000001e-08,-6.9999999999999965e-09,-1.2000000000000002e-08,-1.4999999999999962e-08,-1.8999999999999998e-08,-1.5000000000000015e-08,-9.000000000000041e-09,-8.000000000000019e-09,-9.999999999999957e-09,-5.999999999999974e-09,9.999999999999692e-10,0.0,0.0,0.0,-2.9999999999999607e-09,-1.9999999999999914e-09,0.0,6.9999999999999965e-09,5.999999999999974e-09,-2.0000000000000444e-09,6.9999999999999965e-09,3.0000000000000136e-09,3.0000000000000136e-09
pos,-3.1e-07,6.100000000000001e-07,0.0,-6.400000000000002e-07,-5.999999999999985e-08,-1.4999999999999983e-07,-1.5000000000000026e-07,-8.999999999999999e-08,-1.3999999999999993e-07,-1.2000000000000012e-07,-9.999999999999989e-08,-1.099999999999998e-07,-8.999999999999999e-08,-1.0000000000000031e-07,-8.999999999999999e-08,-7.999999999999966e-08,-8.999999999999999e-08,-8.000000000000008e-08,-7.000000000000018e-08,-7.000000000000018e-08,-5.999999999999985e-08,-5.999999999999985e-08,-7.000000000000018e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-4.000000000000004e-08,-3.0000000000000136e-08,-1.999999999999981e-08,-3.0000000000000136e-08,-3.0000000000000136e-08,-1.999999999999981e-08,-9.999999999999904e-09,-9.999999999999904e-09,-2.0000000000000232e-08,0.0,2.0000000000000232e-08,1.999999999999981e-08,9.999999999999904e-09,9.999999999999904e-09,9.999999999999904e-09,2.0000000000000232e-08,4.000000000000004e-08,4.000000000000004e-08,4.000000000000004e-08,5.999999999999985e-08,7.000000000000018e-08,5.999999999999985e-08,7.999999999999966e-08,1.0000000000000031e-07,1.0000000000000031e-07,1.099999999999998e-07,1.099999999999998e-07,9.999999999999989e-08,8.999999999999999e-08,7.000000000000018e-08,4.9999999999999945e-08,9.999999999999904e-09,-4.9999999999999945e-08,-8.999999999999999e-08,-1.2000000000000012e-07,-1.3000000000000003e-07,-1.5999999999999974e-07,-1.8999999999999987e-07,-1.7999999999999997e-07,-1.7999999999999997e-07,-1.5000000000000026e-07,-1.2000000000000012e-07,-1.099999999999998e-07,-9.999999999999989e-08,-1.000000000000001e-07,-7.000000000000018e-08,-5.999999999999985e-08,-5.999999999999985e-08,-5.0000000000000157e-08,-4.000000000000004e-08,-2.9999999999999925e-08,-2.9999999999999925e-08,-4.000000000000004e-08,-3.0000000000000136e-08,-9.999999999999904e-09,-2.000000000000002e-08,-2.000000000000002e-08,-2.000000000000002e-08,-1.0000000000000116e-08,-2.000000000000002e-08,-9.999999999999904e-09,1.0000000000000116e-08,9.999999999999904e-09,9.999999999999904e-09,0.0,0.0,1.0000000000000116e-08,1.0000000000000116e-08,0.0,0.0,-1.0000000000000116e-08,9.999999999999904e-09,2.000000000000002e-08,0.0,0.0,0.0,0.0,-9.999999999999904e-09,-9.999999999999904e-09,9.999999999999904e-09,9.999999999999904e-09,0.0,0.0,1.0000000000000116e-08,3.0000000000000136e-08,2.9999999999999925e-08,2.000000000000002e-08,2.000000000000002e-08,2.9999999999999925e-08,4.000000000000004e-08,4.000000000000004e-08,4.000000000000004e-08
pos,-3.1e-07,-6.100000000000001e-07,-6.100000000000001e-07,1.5000000000000026e-07,8.999999999999999e-08,-8.999999999999999e-08,-1.4999999999999983e-07,-1.5000000000000026e-07,-8.999999999999999e-08,-1.099999999999998e-07,-8.999999999999999e-08,-8.999999999999999e-08,-8.999999999999999e-08,-8.999999999999999e-08,-8.000000000000008e-08,-8.000000000000008e-08,-8.000000000000008e-08,-6.000000000000027e-08,-6.000000000000006e-08,-4.999999999999973e-08,-5.999999999999985e-08,-8.000000000000008e-08,-6.999999999999997e-08,-4.9999999999999945e-08,-3.0000000000000136e-08,-4.000000000000004e-08,-5.999999999999985e-08,-4.000000000000004e-08,-4.000000000000004e-08,-2.9999999999999925e-08,-1.0000000000000116e-08,-2.000000000000002e-08,-2.000000000000002e-08,-2.000000000000002e-08,-9.999999999999904e-09,-1.0000000000000116e-08,-2.000000000000002e-08,0.0,9.999999999999904e-09,-9.999999999999904e-09,0.0,0.0,0.0,4.000000000000004e-08,2.000000000000002e-08,2.000000000000002e-08,3.0000000000000136e-08,2.000000000000002e-08,2.9999999999999925e-08,3.999999999999983e-08,4.000000000000004e-08,5.0000000000000157e-08,6.000000000000006e-08,4.9999999999999945e-08,5.999999999999985e-08,6.000000000000006e-08,5.0000000000000157e-08,4.9999999999999945e-08,3.999999999999983e-08,9.999999999999904e-09,-9.999999999999904e-09,-3.999999999999983e-08,-6.000000000000006e-08,-7.000000000000018e-08,-8.999999999999999e-08,-1.199999999999999e-07,-1.199999999999999e-07,-1.000000000000001e-07,-1.000000000000001e-07,-8.999999999999999e-08,-6.999999999999997e-08,-5.999999999999985e-08,-6.000000000000006e-08,-5.0000000000000157e-08,-5.999999999999985e-08,-3.999999999999983e-08,-1.0000000000000116e-08,-3.0000000000000136e-08,-2.9999999999999925e-08,-2.9999999999999925e-08,-3.0000000000000136e-08,-2.000000000000002e-08,-9.999999999999904e-09,-2.9999999999999925e-08,-2.9999999999999925e-08,-1.0000000000000116e-08,-2.000000000000002e-08,-9.999999999999904e-09,-3.0000000000000136e-08,-3.0000000000000136e-08,-9.999999999999904e-09,-2.000000000000002e-08,-1.0000000000000116e-08,-9.999999999999904e-09,-1.999999999999981e-08,-2.000000000000002e-08,-2.000000000000002e-08,-2.9999999999999925e-08,-2.000000000000002e-08,-1.0000000000000116e-08,-3.0000000000000136e-08,-2.000000000000002e-08,-2.000000000000002e-08,-3.999999999999983e-08,-2.9999999999999925e-08,-1.0000000000000116e-08,0.0,0.0,1.0000000000000116e-08,1.0000000000000116e-08,-1.0000000000000116e-08,0.0,2.000000000000002e-08,1.999999999999981e-08,2.000000000000002e-08,3.0000000000000136e-08,2.9999999999999925e-08,9.999999999999904e-09
pos,6.100000000000001e-07,-9.199999999999999e-07,0.0,-8.999999999999999e-08,-1.5000000000000005e-07,-1.5000000000000005e-07,-1.7999999999999997e-07,-2.9999999999999925e-08,-4.9999999999999945e-08,-1.5000000000000005e-07,-7.000000000000018e-08,-6.999999999999997e-08,-6.999999999999997e-08,-6.000000000000006e-08,-5.999999999999985e-08,-6.000000000000006e-08,-4.000000000000004e-08,-4.000000000000004e-08,-6.000000000000006e-08,-3.999999999999983e-08,-2.9999999999999925e-08,-5.0000000000000157e-08,-4.000000000000004e-08,-2.9999999999999925e-08,-4.000000000000004e-08,-4.000000000000004e-08,-2.9999999999999925e-08,-2.000000000000002e-08,-2.1000000000000095e-08,-1.799999999999987e-08,-1.799999999999987e-08,-1.0000000000000116e-08,-4.000000000000089e-09,-1.9999999999999385e-09,9.000000000000041e-09,1.099999999999998e-08,1.1999999999999843e-08,9.000000000000041e-09,3.2000000000000075e-08,4.000000000000004e-08,4.000000000000004e-08,4.9999999999999945e-08,4.9999999999999945e-08,6.000000000000006e-08,6.999999999999997e-08,8.999999999999999e-08,1.1e-07,1.199999999999999e-07,1.5000000000000005e-07,1.7999999999999997e-07,2.100000000000001e-07,2.6000000000000005e-07,2.8000000000000007e-07,3.099999999999998e-07,3.399999999999997e-07,3.4000000000000013e-07,3.200000000000003e-07,2.7999999999999986e-07,2.2e-07,1.3000000000000003e-07,3.999999999999962e-08,-4.9999999999999945e-08,-1.4999999999999983e-07,-2.399999999999998e-07,-2.900000000000002e-07,-3.4000000000000013e-07,-3.6999999999999985e-07,-3.6999999999999985e-07,-3.399999999999999e-07,-3.000000000000001e-07,-2.6999999999999996e-07,-2.2e-07,-1.9000000000000009e-07,-1.7000000000000007e-07,-1.5000000000000005e-07,-1.199999999999999e-07,-9.799999999999995e-08,-7.400000000000005e-08,-5.599999999999997e-08,-5.999999999999995e-08,-4.000000000000004e-08,-3.199999999999997e-08,-3.7999999999999996e-08,-2.7999999999999986e-08,-2.199999999999996e-08,-1.5000000000000068e-08,-1.000000000000001e-08,-1.1999999999999949e-08,-6.000000000000027e-09,-9.999999999999692e-10,2.0000000000000444e-09,3.999999999999983e-09,0.0,-6.000000000000027e-09,-1.000000000000001e-08,-4.999999999999952e-09,0.0,-1.3000000000000024e-08,-7.999999999999966e-09,-1.099999999999998e-08,-2.5000000000000078e-08,-8.000000000000072e-09,-5.999999999999921e-09,-1.599999999999993e-08,-1.000000000000001e-08,1.9999999999999385e-09,-6.000000000000027e-09,-6.000000000000027e-09,4.999999999999952e-09,3.0000000000000136e-09,6.9999999999999965e-09,2.0000000000000444e-09,1.000000000000001e-08,1.8999999999999945e-08,8.000000000000072e-09,2.4000000000000003e-08,3.1e-08,2.2000000000000065e-08
neg,-3.099999999999998e-07,9.199999999999999e-07,6.099999999999999e-07,-4.899999999999998e-07,-9.399999999999999e-07,-1.2000000000000012e-07,-6.999999999999997e-08,-1.3000000000000003e-07,-8.000000000000008e-08,-8.999999999999999e-08,-8.000000000000008e-08,-7.999999999999987e-08,-6.999999999999997e-08,-5.0000000000000157e-08,-5.999999999999985e-08,-6.999999999999997e-08,-5.0000000000000157e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-4.000000000000004e-08,-5.100000000000002e-08,-5.299999999999996e-08,-4.100000000000001e-08,-3.700000000000003e-08,-3.699999999999992e-08,-2.4999999999999972e-08,-2.6000000000000048e-08,-3.400000000000001e-08,-2.099999999999999e-08,-1.7999999999999976e-08,-1.3999999999999993e-08,-1.2000000000000055e-08,-1.3999999999999993e-08,-1.4999999999999962e-08,-6.9999999999999965e-09,0.0,-3.999999999999983e-09,-9.999999999999692e-10,3.999999999999983e-09,-1.0000000000000751e-09,6.9999999999999965e-09,1.6000000000000037e-08,1.9999999999999385e-09,1.099999999999998e-08,1.5000000000000068e-08,1.7999999999999976e-08,2.4000000000000003e-08,2.4000000000000003e-08,2.4000000000000003e-08,1.3999999999999993e-08,1.9999999999999914e-08,2.900000000000006e-08,2.6000000000000048e-08,1.7000000000000007e-08,9.000000000000041e-09,-2.0000000000000444e-09,-8.000000000000072e-09,-1.3000000000000024e-08,-1.9999999999999914e-08,-3.1e-08,-3.400000000000001e-08,-4.199999999999998e-08,-5.3000000000000064e-08,-4.8000000000000006e-08,-4.8000000000000006e-08,-4.100000000000001e-08,-3.599999999999995e-08,-4.100000000000001e-08,-3.499999999999998e-08,-2.9999999999999925e-08,-3.000000000000003e-08,-2.099999999999999e-08,-1.900000000000005e-08,-2.000000000000002e-08,-1.69999999999999e-08,-1.5000000000000068e-08,-1.900000000000005e-08,-2.2999999999999928e-08,-2.000000000000002e-08,-1.3000000000000024e-08,-1.7000000000000007e-08,-1.6000000000000037e-08,-7.999999999999966e-09,-1.099999999999998e-08,-6.000000000000027e-09,-7.999999999999966e-09,-8.999999999999935e-09,-7.999999999999966e-09,-1.2000000000000055e-08,-3.0000000000000136e-09,0.0,-1.000000000000001e-08,-1.099999999999998e-08,-3.0000000000000136e-09,-6.9999999999999965e-09,-5.000000000000058e-09,-3.0000000000000136e-09,-2.9999999999999077e-09,-9.999999999999692e-10,-5.000000000000058e-09,-3.0000000000000136e-09,5.000000000000058e-09,0.0,4.999999999999952e-09,7.999999999999966e-09,-6.000000000000027e-09,2.0000000000000444e-09,3.999999999999983e-09,4.999999999999952e-09,1.4000000000000099e-08,2.0000000000000444e-09,0.0,1.7999999999999976e-08,1.3999999999999993e-08,9.000000000000041e-09,1.7000000000000007e-08,1.9999999999999914e-08,9.999999999999904e-09
neg,3.0399999999999997e-07,-3.1e-07,0.0,-3.96e-07,-5.18e-07,-1.5299999999999995e-07,-9.200000000000003e-08,-6.100000000000003e-08,4.600000000000007e-08,2.4999999999999972e-08,-4.000000000000004e-08,-3.699999999999992e-08,-3.3000000000000044e-08,-2.900000000000006e-08,-3.1e-08,-3.499999999999998e-08,-2.8999999999999955e-08,-2.000000000000002e-08,-2.4000000000000003e-08,-2.599999999999994e-08,-2.199999999999996e-08,-2.1000000000000042e-08,-2.3000000000000034e-08,-1.8999999999999998e-08,-1.7000000000000007e-08,-2.099999999999999e-08,-1.3000000000000024e-08,-1.099999999999998e-08,-1.4999999999999962e-08,-1.2000000000000002e-08,-1.3000000000000024e-08,-9.000000000000041e-09,-6.9999999999999965e-09,-7.999999999999966e-09,-6.9999999999999965e-09,-8.000000000000019e-09,-3.999999999999983e-09,-9.999999999999692e-10,2.9999999999999607e-09,0.0,-5.999999999999974e-09,-3.0000000000000136e-09,1.9999999999999914e-09,3.0000000000000136e-09,-1.9999999999999914e-09,3.999999999999983e-09,5.999999999999974e-09,-3.0000000000000136e-09,1.0000000000000222e-09,3.999999999999983e-09,9.999999999999692e-10,4.000000000000036e-09,4.000000000000036e-09,9.999999999999692e-10,1.9999999999999914e-09,2.0000000000000444e-09,1.0000000000000222e-09,-5.000000000000005e-09,-6.000000000000027e-09,-9.000000000000041e-09,-8.000000000000019e-09,-7.999999999999966e-09,-7.999999999999966e-09,-6.000000000000027e-09,-1.000000000000001e-08,-5.000000000000005e-09,-8.000000000000019e-09,-9.999999999999957e-09,-1.000000000000001e-08,-1.000000000000001e-08,-4.999999999999952e-09,-6.000000000000027e-09,-9.000000000000041e-09,-1.000000000000001e-08,-5.999999999999974e-09,-5.999999999999974e-09,-6.000000000000027e-09,-1.9999999999999914e-09,-5.999999999999974e-09,-8.999999999999988e-09,-3.0000000000000136e-09,1.9999999999999914e-09,-1.9999999999999914e-09,-6.9999999999999965e-09,-3.0000000000000136e-09,2.9999999999999607e-09,0.0,-4.999999999999952e-09,-5.000000000000005e-09,-7.0000000000000494e-09,-2.9999999999999607e-09,4.000000000000036e-09,9.999999999999692e-10,9.999999999999692e-10,1.9999999999999914e-09,0.0,-1.9999999999999914e-09,1.0000000000000222e-09,8.000000000000019e-09,1.9999999999999914e-09,-1.9999999999999914e-09,1.0000000000000222e-09,1.9999999999999914e-09,5.000000000000005e-09,5.000000000000005e-09,4.999999999999952e-09,2.9999999999999607e-09,4.000000000000036e-09,5.000000000000005e-09,3.999999999999983e-09,4.000000000000036e-09,3.999999999999983e-09,5.999999999999974e-09,9.000000000000041e-09,5.000000000000005e-09,5.000000000000005e-09,8.000000000000019e-09,5.999999999999974e-09
neg,-3.099999999999998e-07,9.199999999999999e-07,6.099999999999999e-07,-4.899999999999998e-07,-9.399999999999999e-07,-1.2000000000000012e-07,-6.999999999999997e-08,-1.3000000000000003e-07,-8.000000000000008e-08,-8.999999999999999e-08,-8.000000000000008e-08,-7.999999999999987e-08,-6.999999999999997e-08,-5.0000000000000157e-08,-5.999999999999985e-08,-6.999999999999997e-08,-5.0000000000000157e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-4.000000000000004e-08,-5.100000000000002e-08,-5.299999999999996e-08,-4.100000000000001e-08,-3.700000000000003e-08,-3.699999999999992e-08,-2.4999999999999972e-08,-2.6000000000000048e-08,-3.400000000000001e-08,-2.099999999999999e-08,-1.7999999999999976e-08,-1.3999999999999993e-08,-1.2000000000000055e-08,-1.3999999999999993e-08,-1.4999999999999962e-08,-6.9999999999999965e-09,0.0,-3.999999999999983e-09,-9.999999999999692e-10,3.999999999999983e-09,-1.0000000000000751e-09,6.9999999999999965e-09,1.6000000000000037e-08,1.9999999999999385e-09,1.099999999999998e-08,1.5000000000000068e-08,1.7999999999999976e-08,2.4000000000000003e-08,2.4000000000000003e-08,2.4000000000000003e-08,1.3999999999999993e-08,1.9999999999999914e-08,2.900000000000006e-08,2.6000000000000048e-08,1.7000000000000007e-08,9.000000000000041e-09,-2.0000000000000444e-09,-8.000000000000072e-09,-1.3000000000000024e-08,-1.9999999999999914e-08,-3.1e-08,-3.400000000000001e-08,-4.199999999999998e-08,-5.3000000000000064e-08,-4.8000000000000006e-08,-4.8000000000000006e-08,-4.100000000000001e-08,-3.599999999999995e-08,-4.100000000000001e-08,-3.499999999999998e-08,-2.9999999999999925e-08,-3.000000000000003e-08,-2.099999999999999e-08,-1.900000000000005e-08,-2.000000000000002e-08,-1.69999999999999e-08,-1.5000000000000068e-08,-1.900000000000005e-08,-2.2999999999999928e-08,-2.000000000000002e-08,-1.3000000000000024e-08,-1.7000000000000007e-08,-1.6000000000000037e-08,-7.999999999999966e-09,-1.099999999999998e-08,-6.000000000000027e-09,-7.999999999999966e-09,-8.999999999999935e-09,-7.999999999999966e-09,-1.2000000000000055e-08,-3.0000000000000136e-09,0.0,-1.000000000000001e-08,-1.099999999999998e-08,-3.0000000000000136e-09,-6.9999999999999965e-09,-5.000000000000058e-09,-3.0000000000000136e-09,-2.9999999999999077e-09,-9.999999999999692e-10,-5.000000000000058e-09,-3.0000000000000136e-09,5.000000000000058e-09,0.0,4.999999999999952e-09,7.999999999999966e-09,-6.000000000000027e-09,2.0000000000000444e-09,3.999999999999983e-09,4.999999999999952e-09,1.4000000000000099e-08,2.0000000000000444e-09,0.0,1.7999999999999976e-08,1.3999999999999993e-08,9.000000000000041e-09,1.7000000000000007e-08,1.9999999999999914e-08,9.999999999999904e-09
neg,0.0,0.0,-9.140000000000001e-07,-3.0399999999999997e-07,-6.2e-08,-3.1e-08,0.0,-6.100000000000003e-08,-6.999999999999997e-08,-6.399999999999994e-08,-4.499999999999999e-08,-3.700000000000003e-08,-3.400000000000001e-08,-3.7999999999999996e-08,-3.1e-08,-2.7999999999999986e-08,-3.600000000000006e-08,-3.199999999999997e-08,-2.8999999999999955e-08,-2.5000000000000078e-08,-2.2000000000000065e-08,-2.8999999999999955e-08,-2.7999999999999986e-08,-2.000000000000002e-08,-1.9999999999999914e-08,-1.8999999999999945e-08,-1.6000000000000037e-08,-2.2000000000000065e-08,-1.4999999999999962e-08,-8.999999999999935e-09,-1.1000000000000085e-08,-7.000000000000102e-09,-6.9999999999999965e-09,-6.9999999999999965e-09,-3.999999999999983e-09,-3.999999999999983e-09,-6.000000000000027e-09,-3.0000000000000136e-09,0.0,2.0000000000000444e-09,3.0000000000000136e-09,3.0000000000000136e-09,3.999999999999983e-09,6.000000000000027e-09,6.9999999999999965e-09,8.999999999999935e-09,1.2000000000000055e-08,1.3999999999999993e-08,9.000000000000041e-09,6.9999999999999965e-09,1.3999999999999993e-08,1.3000000000000024e-08,6.9999999999999965e-09,6.9999999999999965e-09,6.9999999999999965e-09,6.000000000000027e-09,0.0,-3.999999999999983e-09,-8.000000000000072e-09,-1.099999999999998e-08,-1.1999999999999949e-08,-2.000000000000002e-08,-1.7999999999999976e-08,-2.000000000000002e-08,-2.7000000000000017e-08,-2.5000000000000025e-08,-2.4000000000000003e-08,-2.299999999999998e-08,-1.1000000000000032e-08,-1.8999999999999998e-08,-2.199999999999996e-08,-1.2000000000000002e-08,-1.3000000000000024e-08,-1.099999999999998e-08,-1.099999999999998e-08,-1.5000000000000015e-08,-1.4000000000000046e-08,-1.000000000000001e-08,-3.999999999999983e-09,-3.0000000000000136e-09,-8.999999999999988e-09,-5.999999999999974e-09,-5.000000000000005e-09,-1.9999999999999914e-09,-5.999999999999974e-09,-9.000000000000041e-09,-3.0000000000000136e-09,3.0000000000000136e-09,9.999999999999692e-10,-3.999999999999983e-09,0.0,1.9999999999999914e-09,1.0000000000000222e-09,-6.000000000000027e-09,-5.000000000000005e-09,3.0000000000000136e-09,5.000000000000005e-09,1.0000000000000222e-09,0.0,3.999999999999983e-09,5.999999999999974e-09,6.9999999999999965e-09,3.0000000000000136e-09,3.999999999999983e-09,5.000000000000005e-09,7.0000000000000494e-09,6.9999999999999965e-09,2.9999999999999607e-09,5.000000000000005e-09,4.000000000000036e-09,0.0,5.999999999999974e-09,8.000000000000019e-09,1.1000000000000032e-08,1.099999999999998e-08,7.999999999999966e-09,1.2000000000000002e-08,1.3000000000000024e-08
pos,9.100000000000002e-07,-1.53e-06,-6.100000000000001e-07,1.0999999999999998e-06,-2.100000000000001e-07,-1.4999999999999983e-07,-8.999999999999999e-08,-3.0000000000000136e-08,-5.999999999999985e-08,-9.999999999999989e-08,-7.000000000000018e-08,-5.999999999999985e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-6.999999999999997e-08,-7.000000000000018e-08,-4.9999999999999945e-08,-4.9999999999999945e-08,-6.000000000000006e-08,-6.000000000000006e-08,-3.999999999999983e-08,-4.000000000000004e-08,-5.0000000000000157e-08,-2.9999999999999925e-08,-1.999999999999981e-08,-2.9999999999999925e-08,-2.000000000000002e-08,0.0,0.0,9.999999999999904e-09,2.9999999999999925e-08,2.9999999999999925e-08,4.000000000000004e-08,5.0000000000000157e-08,5.999999999999985e-08,8.999999999999999e-08,1.000000000000001e-07,1.1e-07,1.5000000000000005e-07,1.7000000000000007e-07,1.9999999999999978e-07,2.499999999999997e-07,3.1e-07,3.8000000000000017e-07,4.6000000000000025e-07,5.8e-07,7.199999999999999e-07,8.799999999999996e-07,1.0500000000000001e-06,1.23e-06,1.41e-06,1.5300000000000006e-06,1.5800000000000001e-06,1.5499999999999996e-06,1.4000000000000001e-06,1.1600000000000008e-06,7.999999999999991e-07,3.3000000000000023e-07,-9.999999999999904e-08,-5.3e-07,-9.800000000000008e-07,-1.310000000000001e-06,-1.4899999999999993e-06,-1.5800000000000001e-06,-1.5600000000000003e-06,-1.4599999999999996e-06,-1.3399999999999999e-06,-1.1799999999999997e-06,-1.0300000000000003e-06,-9.100000000000006e-07,-7.599999999999999e-07,-6.2e-07,-5.200000000000001e-07,-4.199999999999998e-07,-3.399999999999999e-07,-2.6999999999999996e-07,-2.2e-07,-1.7999999999999997e-07,-1.3999999999999993e-07,-1.2000000000000012e-07,-1.000000000000001e-07,-7.999999999999987e-08,-6.999999999999997e-08,-6.000000000000006e-08,-4.9999999999999945e-08,-2.9999999999999925e-08,-2.000000000000002e-08,-3.0000000000000136e-08,-4.000000000000004e-08,-2.000000000000002e-08,-9.999999999999904e-09,-9.999999999999904e-09,-1.0000000000000116e-08,-1.0000000000000116e-08,0.0,0.0,0.0,1.0000000000000116e-08,1.0000000000000116e-08,-1.0000000000000116e-08,0.0,1.0000000000000116e-08,9.999999999999904e-09,9.999999999999904e-09,1.0000000000000116e-08,2.000000000000002e-08,9.999999999999904e-09,1.0000000000000116e-08,2.000000000000002e-08,2.000000000000002e-08,2.9999999999999925e-08,2.9999999999999925e-08,3.0000000000000136e-08,4.000000000000004e-08,2.9999999999999925e-08,3.999999999999983e-08,6.000000000000006e-08,7.000000000000018e-08
